Product Name,Order Date,Demand,Moving_Average
Nike Men's Free 5.0+ Running Shoe,,37,41
Nike Men's Free 5.0+ Running Shoe,,31,41.66666667
Nike Men's Free 5.0+ Running Shoe,,43,37
Nike Men's Free 5.0+ Running Shoe,,48,40.66666667
Nike Men's Free 5.0+ Running Shoe,,22,37.66666667
Nike Men's Free 5.0+ Running Shoe,,43,37.66666667
Nike Men's Free 5.0+ Running Shoe,,36,33.66666667
Nike Men's Free 5.0+ Running Shoe,,33,37.33333333
Nike Men's Free 5.0+ Running Shoe,,35,34.66666667
Nike Men's Free 5.0+ Running Shoe,,25,31
Nike Men's Free 5.0+ Running Shoe,,39,33
Nike Men's Free 5.0+ Running Shoe,,22,28.66666667
Nike Men's Free 5.0+ Running Shoe,,28,29.66666667
Nike Men's Free 5.0+ Running Shoe,,37,29
Nike Men's Free 5.0+ Running Shoe,,16,27
Nike Men's Free 5.0+ Running Shoe,,27,26.66666667
Nike Men's Free 5.0+ Running Shoe,,28,23.66666667
Nike Men's Free 5.0+ Running Shoe,,49,34.66666667
Nike Men's Free 5.0+ Running Shoe,,37,38
Nike Men's Free 5.0+ Running Shoe,,32,39.33333333
Nike Men's Free 5.0+ Running Shoe,,33,34
Nike Men's Free 5.0+ Running Shoe,,33,32.66666667
Nike Men's Free 5.0+ Running Shoe,,25,30.33333333
Nike Men's Free 5.0+ Running Shoe,,39,32.33333333
Nike Men's Free 5.0+ Running Shoe,,54,39.33333333
Nike Men's Free 5.0+ Running Shoe,,61,51.33333333
Nike Men's Free 5.0+ Running Shoe,,35,50
Nike Men's Free 5.0+ Running Shoe,,51,49
Nike Men's Free 5.0+ Running Shoe,,38,41.33333333
Nike Men's Free 5.0+ Running Shoe,,68,52.33333333
Nike Men's Free 5.0+ Running Shoe,,43,49.66666667
Nike Men's Free 5.0+ Running Shoe,,38,49.66666667
Nike Men's Free 5.0+ Running Shoe,,31,37.33333333
Nike Men's Free 5.0+ Running Shoe,,28,32.33333333
Nike Men's Free 5.0+ Running Shoe,,26,28.33333333
Nike Men's Free 5.0+ Running Shoe,,21,25
Nike Men's Free 5.0+ Running Shoe,,12,19.66666667
Nike Men's Free 5.0+ Running Shoe,,9,14
Nike Men's Free TR 5.0 TB Training Shoe,02-05-2017,4,
Nike Men's Free TR 5.0 TB Training Shoe,03-05-2017,3,
Nike Men's Free TR 5.0 TB Training Shoe,05-05-2017,2,3
Nike Men's Free TR 5.0 TB Training Shoe,06-05-2017,3,2.666666667
Nike Men's Free TR 5.0 TB Training Shoe,07-05-2017,5,3.333333333
Nike Men's Free TR 5.0 TB Training Shoe,10-05-2017,4,4
Nike Men's Free TR 5.0 TB Training Shoe,03-06-2017,4,4.333333333
Nike Men's Free TR 5.0 TB Training Shoe,07-06-2017,6,4.666666667
Nike Men's Free TR 5.0 TB Training Shoe,08-06-2017,5,5
Nike Men's Free TR 5.0 TB Training Shoe,01-07-2017,8,6.333333333
Nike Men's Free TR 5.0 TB Training Shoe,02-07-2017,6,6.333333333
Nike Men's Free TR 5.0 TB Training Shoe,05-07-2017,4,6
Nike Men's Free TR 5.0 TB Training Shoe,08-07-2017,2,4
Nike Men's Free TR 5.0 TB Training Shoe,09-07-2017,2,2.666666667
Nike Men's Free TR 5.0 TB Training Shoe,02-08-2017,2,2
Nike Men's Free TR 5.0 TB Training Shoe,04-08-2017,9,4.333333333
Nike Men's Free TR 5.0 TB Training Shoe,05-08-2017,5,5.333333333
Nike Men's Free TR 5.0 TB Training Shoe,12-08-2017,3,5.666666667
Nike Men's Free TR 5.0 TB Training Shoe,02-09-2017,5,4.333333333
Nike Men's Free TR 5.0 TB Training Shoe,03-09-2017,4,4
Nike Men's Free TR 5.0 TB Training Shoe,07-09-2017,2,3.666666667
Nike Men's Free TR 5.0 TB Training Shoe,09-09-2017,2,2.666666667
Nike Men's Free TR 5.0 TB Training Shoe,,1,1.666666667
Nike Men's Free TR 5.0 TB Training Shoe,,2,1.666666667
Nike Men's Free TR 5.0 TB Training Shoe,,7,3.333333333
Nike Men's Free TR 5.0 TB Training Shoe,,5,4.666666667
Nike Men's Free TR 5.0 TB Training Shoe,,1,4.333333333
Nike Men's Free TR 5.0 TB Training Shoe,,3,3
Nike Men's Free TR 5.0 TB Training Shoe,,10,4.666666667
Nike Men's Free TR 5.0 TB Training Shoe,,1,4.666666667
Nike Men's Free TR 5.0 TB Training Shoe,,5,5.333333333
Nike Men's Free TR 5.0 TB Training Shoe,,9,5
Nike Men's Free TR 5.0 TB Training Shoe,,6,6.666666667
Nike Men's Free TR 5.0 TB Training Shoe,,2,5.666666667
Nike Men's Free TR 5.0 TB Training Shoe,,5,4.333333333
Nike Men's Free TR 5.0 TB Training Shoe,,9,5.333333333
Nike Men's Free TR 5.0 TB Training Shoe,,2,5.333333333
Nike Men's Free TR 5.0 TB Training Shoe,,3,4.666666667
Nike Men's Free TR 5.0 TB Training Shoe,,2,2.333333333
Nike Men's Free TR 5.0 TB Training Shoe,,1,2
Nike Men's Free TR 5.0 TB Training Shoe,,2,1.666666667
Nike Men's Free TR 5.0 TB Training Shoe,,1,1.333333333
Nike Men's Free TR 5.0 TB Training Shoe,,2,1.666666667
Nike Men's Free TR 5.0 TB Training Shoe,,9,4
Nike Men's Free TR 5.0 TB Training Shoe,,6,5.666666667
Nike Men's Free TR 5.0 TB Training Shoe,,1,5.333333333
Nike Men's Free TR 5.0 TB Training Shoe,,4,3.666666667
Nike Men's Free TR 5.0 TB Training Shoe,,3,2.666666667
Nike Men's Free TR 5.0 TB Training Shoe,,3,3.333333333
Nike Men's Free TR 5.0 TB Training Shoe,,3,3
Nike Men's Free TR 5.0 TB Training Shoe,,4,3.333333333
Nike Men's Free TR 5.0 TB Training Shoe,,1,2.666666667
Nike Men's Free TR 5.0 TB Training Shoe,,2,2.333333333
Nike Men's Free TR 5.0 TB Training Shoe,,1,1.333333333
Nike Men's Kobe IX Elite Low Basketball Shoe,02-05-2017,1,
Nike Men's Kobe IX Elite Low Basketball Shoe,03-05-2017,1,
Nike Men's Kobe IX Elite Low Basketball Shoe,04-05-2017,1,1
Nike Men's Kobe IX Elite Low Basketball Shoe,06-05-2017,1,1
Nike Men's Kobe IX Elite Low Basketball Shoe,09-05-2017,1,1
Nike Men's Kobe IX Elite Low Basketball Shoe,10-05-2017,1,1
Nike Men's Kobe IX Elite Low Basketball Shoe,11-05-2017,1,1
Nike Men's Kobe IX Elite Low Basketball Shoe,04-06-2017,1,1
Nike Men's Kobe IX Elite Low Basketball Shoe,06-06-2017,1,1
Nike Men's Kobe IX Elite Low Basketball Shoe,07-06-2017,1,1
Nike Men's Kobe IX Elite Low Basketball Shoe,08-06-2017,1,1
Nike Men's Kobe IX Elite Low Basketball Shoe,10-06-2017,1,1
Nike Men's Kobe IX Elite Low Basketball Shoe,12-06-2017,1,1
Nike Men's Kobe IX Elite Low Basketball Shoe,03-07-2017,1,1
Nike Men's Kobe IX Elite Low Basketball Shoe,10-07-2017,1,1
Nike Men's Kobe IX Elite Low Basketball Shoe,11-07-2017,1,1
Nike Men's Kobe IX Elite Low Basketball Shoe,12-07-2017,1,1
Nike Men's Kobe IX Elite Low Basketball Shoe,01-08-2017,1,1
Nike Men's Kobe IX Elite Low Basketball Shoe,10-08-2017,2,1.333333333
Nike Men's Kobe IX Elite Low Basketball Shoe,11-08-2017,1,1.333333333
Nike Men's Kobe IX Elite Low Basketball Shoe,05-09-2017,1,1.333333333
Nike Men's Kobe IX Elite Low Basketball Shoe,10-09-2017,1,1
Nike Men's Kobe IX Elite Low Basketball Shoe,,2,1.333333333
Nike Men's Kobe IX Elite Low Basketball Shoe,,1,1.333333333
Nike Men's Kobe IX Elite Low Basketball Shoe,,1,1.333333333
Nike Men's Kobe IX Elite Low Basketball Shoe,,2,1.333333333
Nike Men's Kobe IX Elite Low Basketball Shoe,,1,1.333333333
Nike Men's Kobe IX Elite Low Basketball Shoe,,1,1.333333333
Nike Men's Kobe IX Elite Low Basketball Shoe,,1,1
Nike Men's Kobe IX Elite Low Basketball Shoe,,1,1
Nike Men's Kobe IX Elite Low Basketball Shoe,,1,1
Nike Men's Kobe IX Elite Low Basketball Shoe,,1,1
Nike Men's Kobe IX Elite Low Basketball Shoe,,2,1.333333333
Nike Men's Kobe IX Elite Low Basketball Shoe,,3,2
Nike Men's Kobe IX Elite Low Basketball Shoe,,1,2
Nike Men's Kobe IX Elite Low Basketball Shoe,,1,1.666666667
Nike Men's Kobe IX Elite Low Basketball Shoe,,1,1
Nike Men's Kobe IX Elite Low Basketball Shoe,,1,1
Nike Men's Kobe IX Elite Low Basketball Shoe,,1,1
Nike Men's Kobe IX Elite Low Basketball Shoe,,1,1
Nike Men's Kobe IX Elite Low Basketball Shoe,,1,1
Nike Men's Kobe IX Elite Low Basketball Shoe,,2,1.333333333
Nike Men's Kobe IX Elite Low Basketball Shoe,,1,1.333333333
Nike Men's Kobe IX Elite Low Basketball Shoe,,1,1.333333333
Nike Men's Kobe IX Elite Low Basketball Shoe,,2,1.333333333
Nike Men's Kobe IX Elite Low Basketball Shoe,,1,1.333333333
Nike Men's Kobe IX Elite Low Basketball Shoe,,1,1.333333333
Nike Men's Kobe IX Elite Low Basketball Shoe,,1,1
Nike Men's Kobe IX Elite Low Basketball Shoe,,1,1
Nike Men's Kobe IX Elite Low Basketball Shoe,,1,1
Nike Men's Kobe IX Elite Low Basketball Shoe,,1,1
Nike Men's Kobe IX Elite Low Basketball Shoe,,1,1
Nike Men's Kobe IX Elite Low Basketball Shoe,,1,1
Nike Men's Kobe IX Elite Low Basketball Shoe,,1,1
Nike Men's Kobe IX Elite Low Basketball Shoe,,1,1
Nike Women's Free 5.0 TR FIT PRT 4 Training S,05-05-2017,5,
Nike Women's Free 5.0 TR FIT PRT 4 Training S,08-05-2017,4,
Nike Women's Free 5.0 TR FIT PRT 4 Training S,09-05-2017,3,4
Nike Women's Free 5.0 TR FIT PRT 4 Training S,01-06-2017,5,4
Nike Women's Free 5.0 TR FIT PRT 4 Training S,06-06-2017,5,4.333333333
Nike Women's Free 5.0 TR FIT PRT 4 Training S,08-06-2017,3,4.333333333
Nike Women's Free 5.0 TR FIT PRT 4 Training S,10-06-2017,6,4.666666667
Nike Women's Free 5.0 TR FIT PRT 4 Training S,02-07-2017,3,4
Nike Women's Free 5.0 TR FIT PRT 4 Training S,03-07-2017,2,3.666666667
Nike Women's Free 5.0 TR FIT PRT 4 Training S,04-07-2017,4,3
Nike Women's Free 5.0 TR FIT PRT 4 Training S,06-07-2017,3,3
Nike Women's Free 5.0 TR FIT PRT 4 Training S,11-07-2017,4,3.666666667
Nike Women's Free 5.0 TR FIT PRT 4 Training S,12-07-2017,3,3.333333333
Nike Women's Free 5.0 TR FIT PRT 4 Training S,01-08-2017,5,4
Nike Women's Free 5.0 TR FIT PRT 4 Training S,02-08-2017,2,3.333333333
Nike Women's Free 5.0 TR FIT PRT 4 Training S,07-08-2017,8,5
Nike Women's Free 5.0 TR FIT PRT 4 Training S,09-08-2017,4,4.666666667
Nike Women's Free 5.0 TR FIT PRT 4 Training S,10-08-2017,3,5
Nike Women's Free 5.0 TR FIT PRT 4 Training S,12-08-2017,2,3
Nike Women's Free 5.0 TR FIT PRT 4 Training S,02-09-2017,5,3.333333333
Nike Women's Free 5.0 TR FIT PRT 4 Training S,04-09-2017,10,5.666666667
Nike Women's Free 5.0 TR FIT PRT 4 Training S,05-09-2017,5,6.666666667
Nike Women's Free 5.0 TR FIT PRT 4 Training S,06-09-2017,4,6.333333333
Nike Women's Free 5.0 TR FIT PRT 4 Training S,09-09-2017,5,4.666666667
Nike Women's Free 5.0 TR FIT PRT 4 Training S,,3,4
Nike Women's Free 5.0 TR FIT PRT 4 Training S,,5,4.333333333
Nike Women's Free 5.0 TR FIT PRT 4 Training S,,3,3.666666667
Nike Women's Free 5.0 TR FIT PRT 4 Training S,,1,3
Nike Women's Free 5.0 TR FIT PRT 4 Training S,,10,4.666666667
Nike Women's Free 5.0 TR FIT PRT 4 Training S,,3,4.666666667
Nike Women's Free 5.0 TR FIT PRT 4 Training S,,2,5
Nike Women's Free 5.0 TR FIT PRT 4 Training S,,8,4.333333333
Nike Women's Free 5.0 TR FIT PRT 4 Training S,,1,3.666666667
Nike Women's Free 5.0 TR FIT PRT 4 Training S,,3,4
Nike Women's Free 5.0 TR FIT PRT 4 Training S,,5,3
Nike Women's Free 5.0 TR FIT PRT 4 Training S,,5,4.333333333
Nike Women's Free 5.0 TR FIT PRT 4 Training S,,4,4.666666667
Nike Women's Free 5.0 TR FIT PRT 4 Training S,,4,4.333333333
Nike Women's Free 5.0 TR FIT PRT 4 Training S,,1,3
Nike Women's Free 5.0 TR FIT PRT 4 Training S,,1,2
Nike Women's Free 5.0 TR FIT PRT 4 Training S,,2,1.333333333
Nike Women's Free 5.0 TR FIT PRT 4 Training S,,3,2
Nike Women's Free 5.0 TR FIT PRT 4 Training S,,5,3.333333333
Nike Women's Free 5.0 TR FIT PRT 4 Training S,,8,5.333333333
Nike Women's Free 5.0 TR FIT PRT 4 Training S,,2,5
Nike Women's Free 5.0 TR FIT PRT 4 Training S,,5,5
Nike Women's Free 5.0 TR FIT PRT 4 Training S,,1,2.666666667
Nike Women's Free 5.0 TR FIT PRT 4 Training S,,1,2.333333333
Nike Women's Free 5.0 TR FIT PRT 4 Training S,,3,1.666666667
Nike Women's Free 5.0 TR FIT PRT 4 Training S,,1,1.666666667
Nike Women's Free 5.0 TR FIT PRT 4 Training S,,4,2.666666667
Nike Women's Free 5.0 TR FIT PRT 4 Training S,,2,2.333333333
Nike Women's Free 5.0 TR FIT PRT 4 Training S,,2,2.666666667
Nike Women's Free 5.0 TR FIT PRT 4 Training S,,5,3
Nike Women's Legend V-Neck T-Shirt,01-01-2015,4,
Nike Women's Legend V-Neck T-Shirt,03-01-2015,2,
Nike Women's Legend V-Neck T-Shirt,04-01-2015,2,2.666666667
Nike Women's Legend V-Neck T-Shirt,05-01-2015,1,1.666666667
Nike Women's Legend V-Neck T-Shirt,10-01-2015,3,2
Nike Women's Legend V-Neck T-Shirt,11-01-2015,2,2
Nike Women's Legend V-Neck T-Shirt,12-01-2015,6,3.666666667
Nike Women's Legend V-Neck T-Shirt,02-02-2015,5,4.333333333
Nike Women's Legend V-Neck T-Shirt,12-03-2015,4,5
Nike Women's Legend V-Neck T-Shirt,03-04-2015,2,3.666666667
Nike Women's Legend V-Neck T-Shirt,07-04-2015,4,3.333333333
Nike Women's Legend V-Neck T-Shirt,10-04-2015,5,3.666666667
Nike Women's Legend V-Neck T-Shirt,11-04-2015,4,4.333333333
Nike Women's Legend V-Neck T-Shirt,01-05-2015,1,3.333333333
Nike Women's Legend V-Neck T-Shirt,03-05-2015,1,2
Nike Women's Legend V-Neck T-Shirt,04-05-2015,3,1.666666667
Nike Women's Legend V-Neck T-Shirt,07-05-2015,2,2
Nike Women's Legend V-Neck T-Shirt,10-05-2015,3,2.666666667
Nike Women's Legend V-Neck T-Shirt,02-06-2015,2,2.333333333
Nike Women's Legend V-Neck T-Shirt,04-06-2015,1,2
Nike Women's Legend V-Neck T-Shirt,09-06-2015,6,3
Nike Women's Legend V-Neck T-Shirt,10-06-2015,2,3
Nike Women's Legend V-Neck T-Shirt,01-07-2015,3,3.666666667
Nike Women's Legend V-Neck T-Shirt,04-07-2015,1,2
Nike Women's Legend V-Neck T-Shirt,07-07-2015,10,4.666666667
Nike Women's Legend V-Neck T-Shirt,01-08-2015,2,4.333333333
Nike Women's Legend V-Neck T-Shirt,05-08-2015,4,5.333333333
Nike Women's Legend V-Neck T-Shirt,09-08-2015,8,4.666666667
Nike Women's Legend V-Neck T-Shirt,11-08-2015,3,5
Nike Women's Legend V-Neck T-Shirt,03-09-2015,5,5.333333333
Nike Women's Legend V-Neck T-Shirt,05-09-2015,5,4.333333333
Nike Women's Legend V-Neck T-Shirt,09-09-2015,2,4
Nike Women's Legend V-Neck T-Shirt,12-09-2015,3,3.333333333
Nike Women's Legend V-Neck T-Shirt,03-10-2015,3,2.666666667
Nike Women's Legend V-Neck T-Shirt,06-10-2015,4,3.333333333
Nike Women's Legend V-Neck T-Shirt,03-11-2015,5,4
Nike Women's Legend V-Neck T-Shirt,09-11-2015,3,4
Nike Women's Legend V-Neck T-Shirt,12-11-2015,2,3.333333333
Nike Women's Legend V-Neck T-Shirt,02-12-2015,1,2
Nike Women's Legend V-Neck T-Shirt,03-12-2015,2,1.666666667
Nike Women's Legend V-Neck T-Shirt,04-12-2015,2,1.666666667
Nike Women's Legend V-Neck T-Shirt,07-12-2015,1,1.666666667
Nike Women's Legend V-Neck T-Shirt,08-12-2015,5,2.666666667
Nike Women's Legend V-Neck T-Shirt,09-12-2015,1,2.333333333
Nike Women's Legend V-Neck T-Shirt,11-12-2015,9,5
Nike Women's Legend V-Neck T-Shirt,12-12-2015,5,5
Nike Women's Legend V-Neck T-Shirt,01-01-2016,1,5
Nike Women's Legend V-Neck T-Shirt,02-01-2016,2,2.666666667
Nike Women's Legend V-Neck T-Shirt,05-01-2016,8,3.666666667
Nike Women's Legend V-Neck T-Shirt,07-01-2016,5,5
Nike Women's Legend V-Neck T-Shirt,08-01-2016,1,4.666666667
Nike Women's Legend V-Neck T-Shirt,05-02-2016,3,3
Nike Women's Legend V-Neck T-Shirt,04-03-2016,2,2
Nike Women's Legend V-Neck T-Shirt,08-03-2016,10,5
Nike Women's Legend V-Neck T-Shirt,09-03-2016,5,5.666666667
Nike Women's Legend V-Neck T-Shirt,11-03-2016,4,6.333333333
Nike Women's Legend V-Neck T-Shirt,12-03-2016,1,3.333333333
Nike Women's Legend V-Neck T-Shirt,03-04-2016,2,2.333333333
Nike Women's Legend V-Neck T-Shirt,09-04-2016,2,1.666666667
Nike Women's Legend V-Neck T-Shirt,11-04-2016,4,2.666666667
Nike Women's Legend V-Neck T-Shirt,03-05-2016,3,3
Nike Women's Legend V-Neck T-Shirt,09-05-2016,6,4.333333333
Nike Women's Legend V-Neck T-Shirt,12-05-2016,4,4.333333333
Nike Women's Legend V-Neck T-Shirt,06-06-2016,4,4.666666667
Nike Women's Legend V-Neck T-Shirt,09-06-2016,5,4.333333333
Nike Women's Legend V-Neck T-Shirt,10-06-2016,3,4
Nike Women's Legend V-Neck T-Shirt,11-06-2016,5,4.333333333
Nike Women's Legend V-Neck T-Shirt,02-07-2016,5,4.333333333
Nike Women's Legend V-Neck T-Shirt,03-07-2016,3,4.333333333
Nike Women's Legend V-Neck T-Shirt,07-07-2016,4,4
Nike Women's Legend V-Neck T-Shirt,09-07-2016,5,4
Nike Women's Legend V-Neck T-Shirt,04-08-2016,2,3.666666667
Nike Women's Legend V-Neck T-Shirt,09-08-2016,3,3.333333333
Nike Women's Legend V-Neck T-Shirt,10-08-2016,4,3
Nike Women's Legend V-Neck T-Shirt,01-09-2016,3,3.333333333
Nike Women's Legend V-Neck T-Shirt,05-09-2016,4,3.666666667
Nike Women's Legend V-Neck T-Shirt,06-09-2016,4,3.666666667
Nike Women's Legend V-Neck T-Shirt,08-09-2016,5,4.333333333
Nike Women's Legend V-Neck T-Shirt,10-09-2016,3,4
Nike Women's Legend V-Neck T-Shirt,12-09-2016,4,4
Nike Women's Legend V-Neck T-Shirt,10-10-2016,9,5.333333333
Nike Women's Legend V-Neck T-Shirt,11-10-2016,3,5.333333333
Nike Women's Legend V-Neck T-Shirt,03-11-2016,1,4.333333333
Nike Women's Legend V-Neck T-Shirt,04-11-2016,3,2.333333333
Nike Women's Legend V-Neck T-Shirt,06-11-2016,3,2.333333333
Nike Women's Legend V-Neck T-Shirt,10-11-2016,5,3.666666667
Nike Women's Legend V-Neck T-Shirt,11-11-2016,3,3.666666667
Nike Women's Legend V-Neck T-Shirt,12-11-2016,4,4
Nike Women's Legend V-Neck T-Shirt,06-12-2016,4,3.666666667
Nike Women's Legend V-Neck T-Shirt,10-12-2016,2,3.333333333
Nike Women's Legend V-Neck T-Shirt,05-01-2017,5,3.666666667
Nike Women's Legend V-Neck T-Shirt,09-01-2017,2,3
Nike Women's Legend V-Neck T-Shirt,10-01-2017,2,3
Nike Women's Legend V-Neck T-Shirt,12-01-2017,2,2
Nike Women's Legend V-Neck T-Shirt,05-02-2017,8,4
Nike Women's Legend V-Neck T-Shirt,06-02-2017,3,4.333333333
Nike Women's Legend V-Neck T-Shirt,08-02-2017,4,5
Nike Women's Legend V-Neck T-Shirt,09-02-2017,4,3.666666667
Nike Women's Legend V-Neck T-Shirt,02-03-2017,5,4.333333333
Nike Women's Legend V-Neck T-Shirt,06-03-2017,4,4.333333333
Nike Women's Legend V-Neck T-Shirt,09-03-2017,2,3.666666667
Nike Women's Legend V-Neck T-Shirt,10-03-2017,1,2.333333333
Nike Women's Legend V-Neck T-Shirt,05-04-2017,2,1.666666667
Nike Women's Legend V-Neck T-Shirt,06-04-2017,1,1.333333333
Nike Women's Legend V-Neck T-Shirt,07-04-2017,2,1.666666667
Nike Women's Legend V-Neck T-Shirt,08-04-2017,1,1.333333333
Nike Women's Legend V-Neck T-Shirt,12-04-2017,5,2.666666667
Nike Women's Legend V-Neck T-Shirt,,5,3.666666667
Nike Women's Legend V-Neck T-Shirt,,4,4.666666667
Nike Women's Legend V-Neck T-Shirt,,4,4.333333333
Nike Women's Legend V-Neck T-Shirt,,7,5
Nike Women's Legend V-Neck T-Shirt,,3,4.666666667
Nike Women's Legend V-Neck T-Shirt,,4,4.666666667
Nike Women's Legend V-Neck T-Shirt,,5,4
Nike Women's Legend V-Neck T-Shirt,,2,3.666666667
Nike Women's Legend V-Neck T-Shirt,,2,3
Nike Women's Legend V-Neck T-Shirt,,5,3
Nike Women's Legend V-Neck T-Shirt,,4,3.666666667
Nike Women's Legend V-Neck T-Shirt,,4,4.333333333
Nike Women's Legend V-Neck T-Shirt,,5,4.333333333
Nike Women's Legend V-Neck T-Shirt,,5,4.666666667
Nike Women's Legend V-Neck T-Shirt,,1,3.666666667
Nike Women's Legend V-Neck T-Shirt,,1,2.333333333
Nike Women's Legend V-Neck T-Shirt,,5,2.333333333
Nike Women's Legend V-Neck T-Shirt,,4,3.333333333
Nike Women's Legend V-Neck T-Shirt,,4,4.333333333
Nike Women's Legend V-Neck T-Shirt,,2,3.333333333
Nike Women's Legend V-Neck T-Shirt,,2,2.666666667
Nike Women's Legend V-Neck T-Shirt,,1,1.666666667
Nike Women's Legend V-Neck T-Shirt,,5,2.666666667
Nike Women's Legend V-Neck T-Shirt,,1,2.333333333
Nike Women's Legend V-Neck T-Shirt,,2,2.666666667
Nike Women's Legend V-Neck T-Shirt,,2,1.666666667
Nike Women's Legend V-Neck T-Shirt,,4,2.666666667
Nike Women's Legend V-Neck T-Shirt,,3,3
Nike Women's Legend V-Neck T-Shirt,,3,3.333333333
Nike Women's Legend V-Neck T-Shirt,,2,2.666666667
Nike Women's Legend V-Neck T-Shirt,,5,3.333333333
Nike Women's Legend V-Neck T-Shirt,,3,3.333333333
Nike Women's Legend V-Neck T-Shirt,,1,3
Nike Women's Legend V-Neck T-Shirt,,3,2.333333333
Nike Women's Legend V-Neck T-Shirt,,5,3
Nike Women's Legend V-Neck T-Shirt,,2,3.333333333
Nike Women's Legend V-Neck T-Shirt,,2,3
Nike Women's Legend V-Neck T-Shirt,,11,5
Nike Women's Legend V-Neck T-Shirt,,4,5.666666667
Nike Women's Legend V-Neck T-Shirt,,5,6.666666667
Nike Women's Legend V-Neck T-Shirt,,1,3.333333333
Nike Women's Legend V-Neck T-Shirt,,4,3.333333333
Nike Women's Legend V-Neck T-Shirt,,5,3.333333333
Nike Women's Legend V-Neck T-Shirt,,5,4.666666667
Nike Women's Legend V-Neck T-Shirt,,3,4.333333333
Nike Women's Legend V-Neck T-Shirt,,3,3.666666667
Nike Women's Legend V-Neck T-Shirt,,5,3.666666667
Nike Women's Legend V-Neck T-Shirt,,2,3.333333333
Nike Women's Legend V-Neck T-Shirt,,2,3
Nike Women's Legend V-Neck T-Shirt,,1,1.666666667
Nike Women's Legend V-Neck T-Shirt,,4,2.333333333
Nike Women's Legend V-Neck T-Shirt,,5,3.333333333
Nike Women's Legend V-Neck T-Shirt,,3,4
Nike Women's Legend V-Neck T-Shirt,,2,3.333333333
Nike Women's Legend V-Neck T-Shirt,,5,3.333333333
Nike Women's Legend V-Neck T-Shirt,,1,2.666666667
Nike Women's Legend V-Neck T-Shirt,,1,2.333333333
Nike Women's Legend V-Neck T-Shirt,,1,1
Nike Women's Legend V-Neck T-Shirt,,2,1.333333333
Nike Women's Legend V-Neck T-Shirt,,3,2
Nike Women's Legend V-Neck T-Shirt,,1,2
Nike Women's Legend V-Neck T-Shirt,,5,3
Nike Women's Legend V-Neck T-Shirt,,5,3.666666667
Nike Women's Legend V-Neck T-Shirt,,7,5.666666667
Nike Women's Legend V-Neck T-Shirt,,2,4.666666667
Nike Women's Legend V-Neck T-Shirt,,2,3.666666667
Nike Women's Legend V-Neck T-Shirt,,3,2.333333333
Nike Women's Legend V-Neck T-Shirt,,2,2.333333333
Nike Women's Legend V-Neck T-Shirt,,2,2.333333333
Nike Women's Legend V-Neck T-Shirt,,5,3
Nike Women's Legend V-Neck T-Shirt,,1,2.666666667
Nike Women's Legend V-Neck T-Shirt,,1,2.333333333
Nike Women's Legend V-Neck T-Shirt,,2,1.333333333
Nike Women's Legend V-Neck T-Shirt,,4,2.333333333
Nike Women's Legend V-Neck T-Shirt,,1,2.333333333
Nike Women's Legend V-Neck T-Shirt,,8,4.333333333
Nike Women's Legend V-Neck T-Shirt,,2,3.666666667
Nike Women's Legend V-Neck T-Shirt,,1,3.666666667
Nike Women's Legend V-Neck T-Shirt,,1,1.333333333
Nike Women's Legend V-Neck T-Shirt,,3,1.666666667
Nike Women's Legend V-Neck T-Shirt,,6,3.333333333
Nike Women's Legend V-Neck T-Shirt,,5,4.666666667
Nike Women's Legend V-Neck T-Shirt,,1,4
Nike Women's Legend V-Neck T-Shirt,,5,3.666666667
Nike Women's Legend V-Neck T-Shirt,,4,3.333333333
Nike Women's Legend V-Neck T-Shirt,,8,5.666666667
Nike Women's Legend V-Neck T-Shirt,,6,6
Nike Women's Legend V-Neck T-Shirt,,1,5
Nike Women's Legend V-Neck T-Shirt,,4,3.666666667
Nike Women's Legend V-Neck T-Shirt,,5,3.333333333
Nike Women's Legend V-Neck T-Shirt,,7,5.333333333
Nike Women's Legend V-Neck T-Shirt,,1,4.333333333
Nike Women's Legend V-Neck T-Shirt,,5,4.333333333
Nike Women's Legend V-Neck T-Shirt,,2,2.666666667
Nike Women's Legend V-Neck T-Shirt,,5,4
Nike Women's Legend V-Neck T-Shirt,,1,2.666666667
Nike Women's Legend V-Neck T-Shirt,,4,3.333333333
Nike Women's Legend V-Neck T-Shirt,,4,3
Nike Women's Legend V-Neck T-Shirt,,3,3.666666667
Nike Women's Legend V-Neck T-Shirt,,2,3
Nike Women's Legend V-Neck T-Shirt,,4,3
Nike Women's Legend V-Neck T-Shirt,,3,3
Nike Women's Legend V-Neck T-Shirt,,4,3.666666667
Nike Women's Legend V-Neck T-Shirt,,1,2.666666667
Nike Women's Legend V-Neck T-Shirt,,1,2
Nike Women's Legend V-Neck T-Shirt,,1,1
Nike Women's Legend V-Neck T-Shirt,,4,2
Nike Women's Legend V-Neck T-Shirt,,6,3.666666667
Nike Women's Legend V-Neck T-Shirt,,2,4
Nike Women's Legend V-Neck T-Shirt,,2,3.333333333
Nike Women's Legend V-Neck T-Shirt,,4,2.666666667
Nike Women's Legend V-Neck T-Shirt,,4,3.333333333
Nike Women's Legend V-Neck T-Shirt,,4,4
Nike Women's Legend V-Neck T-Shirt,,4,4
Nike Women's Legend V-Neck T-Shirt,,4,4
Nike Women's Legend V-Neck T-Shirt,,1,3
